entity,P648
Q43371147,OL2318941A
Q43374960,OL856188A
Q43375733,OL4265267A
Q43378674,OL1070913A
Q43381506,OL4265299A
Q48121395,OL2319791A
Q48122527,OL4375875A
Q48200224,OL376436A
Q48239313,OL1194607A
Q48310517,OL16994A
Q48459937,OL7187711A
Q48471277,OL7290350A
Q51668987,OL6150345A
Q51683332,OL4958677A
Q51683367,OL2608926A
Q51683365,OL2433574A
Q51683374,OL1743755A
Q51683383,OL7236016A
Q51683415,OL2113560A
Q51683421,OL1873940A
Q51684024,OL7189130A
Q51690864,OL1640183A
Q51693229,OL1481203A
Q51719920,OL162876A
Q50405026,OL155991A
Q50413770,OL2386735A
Q50281277,OL6957333A
Q50281972,OL303920A
Q50295675,OL2009264A
Q50305376,OL1198826A
Q50308972,OL114776A
Q50314062,OL1427221A
Q45259148,OL1706705A
Q45270208,OL2370754A
Q45313815,OL2406233A
Q45356515,OL969276A
Q45394181,OL4969937A
Q45397575,OL5808982A
Q45681023,OL5762280A
Q45691164,OL1358748A
Q45729611,OL2234650A
Q45759744,OL2767292A
Q45843853,OL2592749A
Q45849301,OL7509662A
Q48781200,OL1058015A
Q48781886,OL1941032A
Q51284746,OL1917906A
Q51287345,OL238708A
Q51313596,OL1008366A
Q51318155,OL2066553A
Q51325950,OL2127806A
Q51362498,OL1760097A
Q51377190,OL139704A
Q51407712,OL5852836A
Q51462753,OL2400558A
Q47473532,OL1165273A
Q47478492,OL5953840A
Q47483186,OL17267855W
Q47483611,OL8101342A
Q47483638,OL2600244A
Q47489866,OL18294A
Q47491333,OL1297666A
Q50807813,OL746713A
Q50809673,OL7544985A
Q50820420,OL4445510A
Q50825534,OL2158819A
Q47169540,OL300576A
Q47195215,OL950844A
Q47216220,OL6993673A
Q47250539,OL7506615A
Q47265691,OL6833771A
Q47287655,OL3274939A
Q47304230,OL7081957A
Q47307825,OL4913619A
Q49732017,OL1659821A
Q49759420,OL1374110A
Q49766769,OL1103045A
Q49794826,OL1475219A
Q49983754,OL458521A
Q50074981,OL553162A
Q54805301,OL243132A
Q54805371,OL2751276A
Q54805449,OL2751371A
Q54805823,OL2751221A
Q54806250,OL1512488A
Q54807414,OL4721949A
Q54807490,OL1392385A
Q54825764,OL7013935A
Q54825962,OL2612080A
Q54832311,OL6380240A
Q54832484,OL2512454A
Q54832978,OL979690A
Q54833290,OL1755758A
Q54834395,OL1499623A
Q54843624,OL2309749A
Q54850193,OL1312012A
Q50434816,OL840961A
Q50513845,OL2334799A
Q50558933,OL1002639A
Q50569844,OL48035A
Q50601735,OL5427998A
Q51032974,OL582578A
Q51043533,OL6511531A
Q51078292,OL2536516A
Q51091448,OL154066A
Q51093806,OL1774209A
Q51102577,OL4820746A
Q51105511,OL162033A
Q51132108,OL389817A
Q51169827,OL2575A
Q51170685,OL4874038A
Q48876549,OL184393A
Q48925415,OL5331772A
Q50376474,OL7923486A
Q54943326,OL5075902A
Q54971357,OL7014176A
Q54973540,OL5481233A
Q55006830,OL1782367A
Q55007624,OL424798A
Q55016916,OL850033A
Q55025707,OL284600A
Q55037881,OL2325439A
Q55044446,OL2374922A
Q55046045,OL1635473A
Q55048378,OL7234221A
Q55065746,OL2513178A
Q55068526,OL803112A
Q55070354,OL4266733A
Q55071024,OL1161165A
Q55072396,OL4503793A
Q55103498,OL299615A
Q55105156,OL922550A
Q51754217,OL136078A
Q51758041,OL137154A
Q51788794,OL2304990A
Q51844245,OL4969169A
Q51844344,OL2233764A
Q51844615,OL5807701A
Q51845202,OL76801A
Q51861749,OL2506386A
Q51864968,OL710356A
Q52398490,OL2536447A
Q52476857,OL162723A
Q52477609,OL2361883A
Q52477995,OL154893A
Q52478228,OL7634169A
Q52504034,OL5077122A
Q52505235,OL5037716A
Q52512058,OL306434A
Q54851568,OL4956780A
Q52153545,OL5042068A
Q52153985,OL4766211A
Q52154041,OL79679A
Q52154135,OL1050186A
Q52154159,OL1386371A
Q52154245,OL156031A
Q52154368,OL1143117A
Q52154430,OL1512207A
Q52154429,OL2375926A
Q52154458,OL5168664A
Q52154503,OL351402A
Q52154508,OL518392A
Q52154518,OL366645A
Q52154596,OL2104551A
Q52154620,OL2423162A
Q52154632,OL2550543A
Q52154668,OL2067591A
Q52154678,OL4480204A
Q52154693,OL495840A
Q52154702,OL1660140A
Q52154712,OL177325A
Q52154735,OL4800144A
Q52154738,OL2491137A
Q52154743,OL2386955A
Q52154752,OL163215A
Q52154753,OL2406445A
Q52154763,OL4265120A
Q52154786,OL5271788A
Q52154799,OL160019A
Q52154896,OL2074991A
Q52154934,OL365949A
Q52155036,OL2569353A
Q52155054,OL2069538A
Q52155081,OL2408977A
Q52155094,OL2445512A
Q52155123,OL444021A
Q52155129,OL215711A
Q52155186,OL4474995A
Q52155200,OL1245450A
Q52155205,OL356549A
Q52155215,OL317420A
Q52155227,OL162035A
Q52155228,OL2385840A
Q52155247,OL114341A
Q52155270,OL7105353A
Q52155304,OL1063622A
Q52155320,OL2570984A
Q52155381,OL2188951A
Q52155392,OL2272511A
Q52155398,OL6979174A
Q52155412,OL1957822A
Q52155434,OL2497728A
Q52155452,OL317002A
Q52155511,OL2307755A
Q52155526,OL2412167A
Q52155552,OL1466910A
Q52155557,OL1605343A
Q52155568,OL162119A
Q52155592,OL2397880A
Q52155638,OL2126422A
Q52155665,OL4281609A
Q52155690,OL2122793A
Q52155721,OL1064133A
Q54853916,OL2155776A
Q54854824,OL4499703A
Q54856700,OL7532479A
Q54859473,OL435310A
Q54859815,OL511966A
Q54859924,OL1757459A
Q54859971,OL5378614A
Q54860877,OL1549511A
Q54863834,OL2369182A
Q54868382,OL85800A
Q54873940,OL1800398A
Q54875148,OL3785904A
Q55192309,OL2504197A
Q55193372,OL4476155A
Q55194030,OL1965625A
Q53845068,OL5879837A
Q53852038,OL2159955A
Q53858258,OL1458492A
Q53954436,OL2421561A
Q53990983,OL912835A
Q50640540,OL2987736A
Q50647176,OL2416946A
Q50647579,OL4874700A
Q50661279,OL1984820A
Q50665569,OL1738336A
Q50672228,OL1081043A
Q50674241,OL7198515A
Q50674576,OL471573A
Q50725549,OL7197416A
Q50772266,OL1043382A
Q47455279,OL1473956A
Q51527914,OL5490080A
Q51528978,OL2480852A
Q51529772,OL129072A
Q51541112,OL6979003A
Q51548876,OL2411851A
Q51570527,OL1914030A
Q51597755,OL2501813A
Q51623887,OL998911A
Q51653075,OL282939A
Q51885751,OL18533A
Q51905290,OL5634939A
Q51952513,OL1090859A
Q51976265,OL5085944A
Q52063068,OL1639858A
Q52063691,OL2037678A
Q52063731,OL1936122A
Q52083792,OL2338185A
Q55588109,OL2555335A
Q55588276,OL6715982A
Q55590169,OL1238658A
Q55593638,OL2413080A
Q55594478,OL2509532A
Q55594510,OL6837457A
Q52160303,OL350588A
Q52160391,OL370496A
Q52187077,OL7523016A
Q52188031,OL2262639A
Q52219891,OL6916522A
Q52221037,OL4700343A
Q52270130,OL5122029A
Q52270157,OL4270972A
Q52305776,OL1652904A
Q52305927,OL2159003A
Q52305954,OL2035225A
Q52305959,OL2126286A
Q52305997,OL6401211A
Q52306111,OL896447A
Q53098702,OL2255825A
Q53220509,OL5220855A
Q53274615,OL38278A
Q53350436,OL998766A
Q53373615,OL998634A
Q53385610,OL2507239A
Q53409116,OL6635077A
Q53436528,OL1165194A
Q53500420,OL2281316A
Q53537920,OL7514594A
Q55229005,OL642099A
Q55229009,OL2389760A
Q55229043,OL1462465A
Q55229074,OL8886386A
Q55229241,OL613485A
Q55229264,OL92399A
Q55229407,OL5746253A
Q55229404,OL7083676A
Q55229417,OL1261274A
Q55229438,OL2290664A
Q55229469,OL1985213A
Q55229479,OL6628398A
Q55229494,OL5254271A
Q47461583,OL354259A
Q47461803,OL7145837A
Q51880219,OL2304294A
Q51882233,OL204091A
Q51883244,OL670466A
Q51883466,OL6810417A
Q50829278,OL7025406A
Q50914856,OL4643203A
Q50930353,OL1279392A
Q50932541,OL2439261A
Q51000794,OL75120A
Q51004864,OL5776353A
Q55107894,OL7387659A
Q55107965,OL5163223A
Q55120334,OL2009682A
Q55120385,OL2520818A
Q55120392,OL1969244A
Q55120480,OL1070476A
Q55121178,OL2460825A
Q55122328,OL6114355A
Q55122373,OL5300872A
Q55195999,OL9121093A
Q55214071,OL4797679A
Q55215446,OL1995337A
Q55215487,OL2334116A
Q55216986,OL5311994A
Q55233080,OL30258A
Q55233249,OL2413994A
Q55233705,OL2346418A
Q55234613,OL6926533A
Q55236782,OL1958867A
Q55240205,OL2609488A
Q55604477,OL142908A
Q55608969,OL12188437A
Q55615117,OL1577233A
Q55617913,OL7609779A
Q55618869,OL1279781A
Q55619656,OL10014052A
Q55282695,OL2586265A
Q55327752,OL2414014A
Q55343593,OL1494256A
Q55357716,OL7414871A
Q55625224,OL2134018A
Q55634069,OL1097167A
Q55634268,OL2515541A
Q55634342,OL6559739A
Q52555077,OL6386952A
Q52556044,OL1653942A
Q52556307,OL4850091A
Q52581422,OL7230466A
Q52693467,OL2505174A
Q52696436,OL7500579A
Q55091417,OL1871680A
Q55095348,OL2280957A
Q55095400,OL2503800A
Q55095452,OL7071056A
Q55095593,OL1977675A
Q55095658,OL2119528A
Q55096037,OL6809427A
Q55097210,OL266680A
Q55097219,OL1207488A
Q55097235,OL2572285A
Q55097263,OL2505614A
Q55099450,OL5067478A
Q55712297,OL2349346A
Q55712907,OL6649381A
Q55713858,OL856387A
Q55714743,OL5326970A
Q55719765,OL2518605A
Q55719951,OL2046132A
Q55719952,OL5834589A
Q55719960,OL2587489A
Q55719966,OL2197328A
Q55719978,OL113236A
Q55719979,OL2413053A
Q55719982,OL7182537A
Q55719985,OL247349A
Q55719997,OL2325804A
Q55720018,OL2322777A
Q55720019,OL1008272A
Q55720040,OL2146486A
Q55720041,OL445512A
Q55720045,OL1284671A
Q55720070,OL4681605A
Q55720074,OL1207448A
Q55720086,OL2319826A
Q55720091,OL4791138A
Q55134181,OL4532836A
Q55134191,OL4479350A
Q55134205,OL6447693A
Q55134231,OL4481393A
Q55134270,OL2396099A
Q55134286,OL5079865A
Q55134296,OL5865669A
Q55134297,OL2505791A
Q55134330,OL4912844A
Q55134372,OL5492321A
Q55134393,OL6554504A
Q55134431,OL2589741A
Q55135774,OL1041529A
Q55153252,OL2336786A
Q52084737,OL500100A
Q54878991,OL4694287A
Q54889340,OL734599A
Q54905271,OL6461176A
Q54911781,OL2542867A
Q54912159,OL1593333A
Q54912789,OL2031470A
Q54913154,OL5689564A
Q54921674,OL1167711A
Q54924527,OL1927519A
Q54932316,OL2608275A
Q54932510,OL276716A
Q54933490,OL1223366A
Q54216662,OL4922640A
Q54327883,OL979437A
Q52155807,OL2308299A
Q55560452,OL6894568A
Q55584520,OL1391953A
Q55586776,OL2140612A
Q55587134,OL2258114A
Q55587614,OL5721144A
Q55721444,OL2412902A
Q55721482,OL183373A
Q55721517,OL771126A
Q55721558,OL447995A
Q55721575,OL2404551A
Q55721812,OL4483167A
Q55721895,OL5949996A
Q52123337,OL17276A
Q52136454,OL5197083A
Q52147524,OL1776579A
Q52148118,OL6725194A
Q52148138,OL6425678A
Q52148235,OL7196842A
Q52148399,OL159105A
Q52148424,OL6821702A
Q52148462,OL1873068A
Q52149130,OL43616A
Q52149190,OL159984A
Q52149198,OL6265566A
Q52149202,OL1410183A
Q52149214,OL2361036A
Q52149234,OL5154572A
Q52149288,OL6843843A
Q52149298,OL1365448A
Q52149394,OL574807A
Q52149410,OL1323602A
Q52149488,OL6630477A
Q52149516,OL6800928A
Q52149527,OL2505431A
Q52149551,OL615559A
Q52149644,OL414966A
Q52149700,OL2430769A
Q52149757,OL2459108A
Q52149808,OL6837554A
Q52150053,OL298472A
Q52150068,OL4278684A
Q52150088,OL2553807A
Q52150142,OL220718A
Q52150174,OL6979564A
Q52150228,OL316691A
Q52150321,OL1601842A
Q52150356,OL1172646A
Q52150493,OL316642A
Q52150552,OL1125440A
Q52150654,OL2074338A
Q52150686,OL4694051A
Q52150726,OL2213690A
Q52150809,OL2121796A
Q52150967,OL1788639A
Q52150969,OL6925978A
Q52151044,OL6958803A
Q52151093,OL6923828A
Q52151140,OL5412510A
Q55122507,OL5078980A
Q55122632,OL5507318A
Q55122637,OL5301192A
Q55122735,OL4480683A
Q55122808,OL4487063A
Q55122835,OL6886433A
Q55122837,OL472889A
Q55122880,OL6893162A
Q55122944,OL7272711A
Q55123017,OL7179025A
Q55123071,OL2457736A
Q55124228,OL159396A
Q55124354,OL2527542A
Q55124573,OL797103A
Q54555069,OL699195A
Q54576903,OL4268877A
Q54627519,OL7822902A
Q54638005,OL1201712A
Q54640057,OL5585042A
Q54645235,OL1129358A
Q54670941,OL2575642A
Q54800354,OL369557A
Q52155834,OL1957882A
Q52155864,OL1181672A
Q52155908,OL18250A
Q52156039,OL1042166A
Q52156106,OL1912236A
Q52156186,OL2387613A
Q52156206,OL134208A
Q52156257,OL165725A
Q52156271,OL2009088A
Q52156292,OL2126668A
Q52156341,OL2043326A
Q52156363,OL2445345A
Q52156364,OL163406A
Q52156379,OL2159425A
Q52156582,OL6895987A
Q52156603,OL1872411A
Q52156659,OL2313957A
Q52156691,OL1019002A
Q52156798,OL130895A
Q52156802,OL2247365A
Q52156808,OL4020972A
Q52156827,OL1290103A
Q52156838,OL1909782A
Q52156877,OL894194A
Q52156883,OL4432129A
Q52156885,OL2240390A
Q52156895,OL1853209A
Q52156971,OL1638696A
Q52157016,OL1190981A
Q52157027,OL2037879A
Q52157028,OL1629336A
Q52157050,OL1708779A
Q52157048,OL1064105A
Q52157071,OL2189570A
Q52157103,OL1069719A
Q52157149,OL230349A
Q52157152,OL430806A
Q52157227,OL128915A
Q52157254,OL173750A
Q52157278,OL1349518A
Q52157326,OL6285940A
Q52157430,OL2118566A
Q52157478,OL6528002A
Q52158552,OL7198056A
Q52158571,OL6394986A
Q52158586,OL1696558A
Q52158606,OL7193228A
Q52158608,OL1998128A
Q52158613,OL2424124A
Q52158618,OL6822636A
Q53546149,OL6819974A
Q55393737,OL640633A
Q55396091,OL4879291A
Q55397010,OL7526499A
Q55409941,OL980865A
Q55418446,OL213911A
Q55418506,OL6553891A
Q55126969,OL5552618A
Q55127227,OL5309596A
Q55127755,OL5574542A
Q55127804,OL5395104A
Q55127816,OL2460773A
Q55127833,OL2002649A
Q55859366,OL2519374A
Q55859652,OL7088132A
Q55859830,OL5327911A
Q55868027,OL2537530A
Q55871555,OL10141230A
Q55874272,OL429404A
Q55874454,OL5599621A
Q55874563,OL5293278A
Q55874582,OL5293629A
Q55874870,OL1051849A
Q55874871,OL1692738A
Q55874922,OL6367696A
Q55875019,OL5185541A
Q55875055,OL6637974A
Q55875388,OL605784A
Q55875703,OL6886222A
Q52732784,OL17539A
Q52799838,OL1820095A
Q52825172,OL2603881A
Q52825391,OL5270240A
Q52826268,OL73569A
Q52870617,OL2271481A
Q52903758,OL1172045A
Q52916993,OL448707A
Q52935928,OL668417A
Q52944431,OL2278221A
Q52946151,OL5129353A
Q52971673,OL6896197A
Q52982368,OL2187666A
Q54365938,OL2507224A
Q54506450,OL1285438A
Q54506674,OL153212A
Q54507581,OL1940676A
Q55673528,OL4591264A
Q55673885,OL680226A
Q55674007,OL1166384A
Q55674124,OL7215785A
Q55674134,OL6630249A
Q55674143,OL7218486A
Q55674285,OL2056469A
Q55674436,OL2053280A
Q55674474,OL6634056A
Q55674599,OL146160A
Q55674721,OL2417465A
Q55674728,OL2319629A
Q53552704,OL5860361A
Q53604298,OL1243561A
Q53646138,OL2525484A
Q53678444,OL2030013A
Q53678691,OL845954A
Q53710035,OL239009A
Q55262864,OL2571004A
Q55264790,OL26512A
Q55264911,OL2267815A
Q55267181,OL403368A
Q55281227,OL42376A
Q55281242,OL7149660A
Q55281284,OL6583648A
Q55281293,OL494827A
Q55281748,OL7613567A
Q55281782,OL455017A
Q55281919,OL6107823A
Q55281948,OL7669544A
Q55674805,OL2387441A
Q55674895,OL4648575A
Q55674998,OL298195A
Q55674996,OL2504398A
Q55675005,OL9194798A
Q55675014,OL5865720A
Q55675035,OL5271639A
Q55675094,OL2315372A
Q55675202,OL2553165A
Q55675216,OL2437850A
Q55675257,OL2399172A
Q55675329,OL2399656A
Q55675376,OL7241373A
Q55675387,OL2434869A
Q55675548,OL1737851A
Q55124946,OL2427919A
Q55125086,OL5066674A
Q55125174,OL6245521A
Q55125254,OL1918358A
Q55125313,OL2505318A
Q55125613,OL5914450A
Q55125907,OL5293849A
Q55126414,OL165077A
Q55126452,OL2314826A
Q55126722,OL5573031A
Q55217162,OL1416944A
Q55217193,OL481105A
Q55219199,OL1387965A
Q55222827,OL6930362A
Q55225000,OL5647505A
Q55225153,OL6894806A
Q55225515,OL6227072A
Q55225824,OL7134302A
Q55225947,OL919649A
Q55226061,OL5307923A
Q55226548,OL1731788A
Q55226707,OL4952367A
Q55226754,OL1245321A
Q55227232,OL1218791A
Q55227251,OL2513281A
Q55227425,OL4752779A
Q55227698,OL756815A
Q55227737,OL135090A
Q55227861,OL1338427A
Q55228048,OL6898412A
Q55726048,OL5538222A
Q55726207,OL10348533A
Q55678091,OL4476161A
Q55678095,OL6807270A
Q55678119,OL6167734A
Q55678125,OL7196578A
Q55678986,OL6892836A
Q55680320,OL7177934A
Q55680478,OL2414370A
Q55129684,OL1802756A
Q55129710,OL160543A
Q55638750,OL8732756A
Q55641589,OL193720A
Q55642633,OL2301204A
Q55449990,OL2317407A
Q55450076,OL215765A
Q55906230,OL431119A
Q55907160,OL2700A
Q55909198,OL2001986A
Q55909330,OL6398825A
Q55909373,OL1386389A
Q55909678,OL5509056A
Q55910954,OL5960015A
Q55911569,OL6217646A
Q55911733,OL4285945A
Q55129748,OL5029790A
Q55130950,OL854032A
Q55130963,OL2385005A
Q55131102,OL4476234A
Q55131154,OL7221608A
Q55131793,OL5584503A
Q55133188,OL2450759A
Q55133239,OL2547922A
Q55133303,OL6367628A
Q55133318,OL5293760A
Q55133380,OL7197072A
Q55134020,OL5300668A
Q55134028,OL7222763A
Q55134113,OL1900111A
Q55876245,OL7164783A
Q55876416,OL4266269A
Q55876476,OL2452522A
Q55879616,OL2037600A
Q55881133,OL1767363A
Q55881723,OL4691682A
Q55887367,OL2517378A
Q55887728,OL2507612A
Q55891002,OL2339116A
Q55684069,OL153956A
Q55684980,OL2330475A
Q55685630,OL1163192A
Q55687024,OL2588254A
Q55720109,OL1919288A
Q55720118,OL889536A
Q55720132,OL4621424A
Q55720133,OL2426632A
Q55720145,OL2362242A
Q55720159,OL2351612A
Q55720164,OL2539537A
Q55720180,OL2350252A
Q55720223,OL2159579A
Q55720227,OL4288771A
Q55720236,OL160467A
Q55720260,OL162287A
Q55720284,OL162608A
Q55720289,OL2339349A
Q55720292,OL2037175A
Q55720301,OL971767A
Q55720315,OL2394039A
Q55720332,OL1765739A
Q55720364,OL1285212A
Q55720376,OL17572A
Q55720428,OL2369740A
Q55720445,OL542260A
Q55720459,OL2523225A
Q55720585,OL316980A
Q55720590,OL540834A
Q55720589,OL2515224A
Q55720594,OL1964564A
Q55720689,OL2008839A
Q55720715,OL6650079A
Q55720721,OL1197684A
Q55720750,OL1196762A
Q55720769,OL1070548A
Q55720779,OL2391589A
Q55720817,OL34056A
Q55720825,OL2511336A
Q55720832,OL354477A
Q55720853,OL2376409A
Q55720919,OL2400667A
Q55721007,OL1092975A
Q55721026,OL970186A
Q55721039,OL2307962A
Q55721136,OL1519664A
Q55721378,OL351517A
Q55721401,OL1380338A
Q55987698,OL7417935A
Q55989850,OL1982573A
Q55990174,OL458705A
Q55990400,OL4707168A
Q55990825,OL620235A
Q55992386,OL2790763A
Q55476568,OL2751209A
Q55476832,OL6868004A
Q55497050,OL2387992A
Q55500449,OL6679744A
Q55500552,OL2389931A
Q55502221,OL1810807A
Q55502517,OL7592114A
Q55504196,OL4488202A
Q55526911,OL120188A
Q55539780,OL17667A
Q55418955,OL1981813A
Q55422785,OL2787866A
Q55431267,OL1744007A
Q55433673,OL2425084A
Q55435104,OL6926892A
Q55670281,OL4558418A
Q55670296,OL4287986A
Q55670408,OL2345647A
Q55671837,OL1172698A
Q55672216,OL1936485A
Q55672303,OL2317505A
Q55672349,OL4859854A
Q55672443,OL5474619A
Q55672480,OL7386569A
Q55672511,OL1677379A
Q55672584,OL2395138A
Q55672817,OL410889A
Q55673197,OL5018345A
Q55845686,OL2350744A
Q55846940,OL2388896A
Q55847526,OL4487783A
Q55847737,OL4864515A
Q55848045,OL2420591A
Q55848659,OL5293639A
Q55849241,OL1837437A
Q55849513,OL5289302A
Q55850085,OL6444691A
Q55850207,OL4266431A
Q55900679,OL6868271A
Q55900685,OL7198380A
Q55900866,OL7064215A
Q55901179,OL2455252A
Q55901199,OL5418197A
Q55901245,OL4266860A
Q55901901,OL2453022A
Q55901957,OL2424229A
Q55892269,OL6809948A
Q55894253,OL4476532A
Q55895233,OL1935301A
Q55896715,OL352896A
Q55897545,OL7217416A
Q55897550,OL2506186A
Q55897825,OL2253104A
Q56240237,OL5464149A
Q56242333,OL696753A
Q56249387,OL625672A
Q56249596,OL5639692A
Q56249955,OL2249198A
Q56250494,OL1575708A
Q56253204,OL5646889A
Q56253813,OL1286A
Q56254613,OL1233050A
Q56254889,OL4471175A
Q55743866,OL409149A
Q55743944,OL2008238A
Q55753163,OL2501629A
Q55756656,OL7528534A
Q56062338,OL5700057A
Q56062512,OL325676A
Q56062819,OL7025429A
Q56071421,OL6359082A
Q55835405,OL636710A
Q55835420,OL5885506A
Q55835469,OL1512824A
Q55835514,OL53913A
Q55835591,OL4963194A
Q55836246,OL4265087A
Q55836308,OL6263090A
Q55836399,OL1162050A
Q55836691,OL2450149A
Q55836736,OL1769171A
Q55836750,OL4701467A
Q55837009,OL4796297A
Q55837039,OL5192956A
Q55837072,OL5138609A
Q55837157,OL2356563A
Q55837176,OL6425914A
Q55837370,OL1038528A
Q55837511,OL4266367A
Q55837561,OL7417631A
Q55837594,OL2393333A
Q55837610,OL2364107A
Q55837761,OL5184980A
Q55759508,OL409652A
Q55760915,OL7979440A
Q55761455,OL2388368A
Q55768995,OL1242692A
Q55769206,OL295168A
Q55769239,OL1172910A
Q55769382,OL1451090A
Q55769925,OL2472186A
Q55770041,OL163816A
Q55770108,OL1647615A
Q55770179,OL5511288A
Q55770188,OL5504915A
Q55770296,OL1370706A
Q55771369,OL1498822A
Q55771573,OL7110032A
Q55771668,OL8714722A
Q55772809,OL6478861A
Q56599552,OL2578414A
Q56612697,OL7535493A
Q56649145,OL401385A
Q56651345,OL2326480A
Q56653630,OL385472A
Q55850310,OL2326138A
Q56196350,OL7491578A
Q56221332,OL2146177A
Q56224447,OL7157732A
Q56236324,OL177242A
Q56239112,OL422896A
Q56000427,OL29468A
Q56000580,OL719773A
Q56000741,OL241531A
Q56000800,OL161597A
Q56006535,OL6174574A
Q56006551,OL593329A
Q56006576,OL5782308A
Q56006617,OL5377466A
Q56006623,OL5044467A
Q56006717,OL2566477A
Q56006803,OL4981783A
Q56006828,OL5102636A
Q56006940,OL1135447A
Q56006988,OL164739A
Q56006996,OL494774A
Q56007062,OL7069528A
Q56007087,OL1392292A
Q56007142,OL1062910A
Q56007152,OL4498161A
Q56007158,OL1041685A
Q56007193,OL358214A
Q56007213,OL4486303A
Q56007217,OL4480232A
Q56007224,OL1768799A
Q56007242,OL162459A
Q56007254,OL2521118A
Q56007274,OL2504917A
Q56007298,OL113994A
Q56007365,OL4266528A
Q56007379,OL946614A
Q56007382,OL273116A
Q56007409,OL1372830A
Q56007464,OL5647669A
Q56007476,OL2410162A
Q56007509,OL1966413A
Q56007543,OL783209A
Q56007540,OL1804307A
Q56007545,OL121921A
Q56834600,OL4278884A
Q56849478,OL1648883A
Q56850002,OL7481987A
Q56865656,OL189373A
Q56875640,OL2402380A
Q56875654,OL1232018A
Q56875667,OL696759A
Q55450160,OL2418322A
Q55450439,OL2392272A
Q55450450,OL2110585A
Q55452014,OL7233163A
Q55453759,OL2505052A
Q55455398,OL2566875A
Q55465310,OL4738370A
Q55850893,OL7366093A
Q55852213,OL280836A
Q55853202,OL1726822A
Q55853293,OL4266595A
Q55853958,OL864327A
Q55854654,OL5596596A
Q55856867,OL6225910A
Q55857522,OL6795492A
Q55857830,OL2251225A
Q56087707,OL7046864A
Q56104055,OL2325585A
Q56117378,OL2543869A
Q56118624,OL2053226A
Q55680755,OL5155288A
Q55682119,OL2238974A
Q55682650,OL2433451A
Q55682817,OL5982655A
Q56306622,OL3980430A
Q56309931,OL218552A
Q56317683,OL4706988A
Q56320064,OL1088767A
Q55675573,OL6888423A
Q55675634,OL1743138A
Q55675954,OL139786A
Q55676034,OL2184966A
Q55676364,OL6888451A
Q55676593,OL4670819A
Q55676713,OL1396110A
Q55676778,OL4473473A
Q55676786,OL6797203A
Q55676807,OL1841879A
Q55677549,OL1885115A
Q55902339,OL7359814A
Q55902353,OL6809708A
Q55902804,OL1272817A
Q55903498,OL5696385A
Q55903574,OL6839892A
Q55904897,OL359029A
Q55905282,OL8976791A
Q55906126,OL5906718A
Q55949254,OL38012A
Q55949443,OL7125950A
Q55949613,OL5826768A
Q55949918,OL403533A
Q55955507,OL2244801A
Q55955766,OL7702786A
Q55957185,OL6885949A
Q55898410,OL1790464A
Q55898538,OL5454064A
Q55899801,OL6888505A
Q55899818,OL6556171A
Q55899953,OL2617093A
Q55912923,OL1380488A
Q55912932,OL5609960A
Q55912948,OL4894541A
Q55913046,OL6150309A
Q55913166,OL2337455A
Q55913703,OL2495662A
Q55913720,OL1527803A
Q55914568,OL6367360A
Q55915168,OL1471276A
Q55915563,OL6926389A
Q55916595,OL1450409A
Q56025164,OL1630875A
Q56025711,OL5516743A
Q56026635,OL317085A
Q56034429,OL2508315A
Q56042342,OL2409996A
Q56042354,OL1385244A
Q57499716,OL1002607A
Q57499846,OL2121300A
Q57499869,OL1661286A
Q57519828,OL2360265A
Q57587609,OL7340774A
Q57591882,OL4953965A
Q57596770,OL5515724A
Q57608813,OL1181926A
Q57613256,OL2322532A
Q57615188,OL1512835A
Q57616141,OL7544392A
Q57630418,OL2213687A
Q57633594,OL1909610A
Q56697269,OL2284344A
Q56697314,OL602564A
Q56702133,OL2549934A
Q56704171,OL2037397A
Q56725799,OL8151438A
Q56726327,OL2393229A
Q55687827,OL1150277A
Q55688860,OL760452A
Q55694971,OL5424073A
Q55702538,OL1076993A
Q55789745,OL2034304A
Q55807445,OL981315A
Q55809048,OL127643A
Q55815048,OL2443957A
Q55815065,OL5459616A
Q55816224,OL2581042A
Q55816415,OL4716323A
Q55830856,OL5106543A
Q55837867,OL5577492A
Q55837919,OL866101A
Q55837973,OL6968201A
Q55838168,OL6107254A
Q55838169,OL992341A
Q55838238,OL6370602A
Q55838239,OL6827571A
Q55838300,OL9337357A
Q55838516,OL5427950A
Q55838633,OL4476768A
Q55842634,OL132027A
Q55842902,OL4813717A
Q55843217,OL128949A
Q55843684,OL5379173A
Q55843849,OL5301415A
Q55844143,OL6711462A
Q55845344,OL2563817A
Q56660276,OL851669A
Q56665695,OL2118584A
Q56670777,OL6775191A
Q56072387,OL2442568A
Q56072958,OL2520892A
Q56072960,OL2159039A
Q56074865,OL2318677A
Q56085743,OL482604A
Q56085770,OL5484535A
Q57655023,OL8683093A
Q55997410,OL5903719A
Q55999024,OL127724A
Q55999500,OL2159316A
Q55999956,OL885312A
Q55999986,OL6557752A
Q56177752,OL5057243A
Q56181301,OL6242906A
Q56181626,OL2299503A
Q56184815,OL6430317A
Q56185201,OL2364260A
Q55965232,OL5678721A
Q55972576,OL2408940A
Q55973197,OL23350A
Q55978507,OL1246817A
Q55978581,OL4855887A
Q55979124,OL1966730A
Q55979173,OL4991753A
Q55979239,OL2432484A
Q55937954,OL597215A
